# Referentiel d'activite Vigie-Chiro Point Fixe (contacts/nuit)
# Source : Bas Y, Kerbiriou C, Roemer C & Julien JF (2020) Bat reference scale of activity levels (Team-Chiro / MNHN)
# https://croemer3.wixsite.com/teamchiro/reference-scales-of-activity - libre d'usage avec citation obligatoire
# national toutes-saisons = 2020 ; saisons/regions/habitats = 2023 ; genere par build_activity_ref.py
# Classes : Faible <Q25 | Moyenne Q25-Q75 | Forte Q75-Q98 | Tres forte >=Q98
code;referentiel;saison;q25;q75;q98;nbocc;confiance
Confus;region:Bretagne;automne;1;70;5836;25;Faible
Cyrscu;region:Bretagne;automne;2;7;126;44;Moderee
Decalb;region:Bretagne;automne;1;2;5;19;Faible
Epheph;region:Bretagne;automne;5;77;574;28;Faible
Eptser;region:Bretagne;automne;2;16;304;41;Moderee
Eupsp;region:Bretagne;automne;1;16;123;37;Faible
Hypsav;region:Bretagne;automne;6;41;1768;11;Faible
Inssp5;region:Bretagne;automne;1;2;4;16;Faible
Isopyr;region:Bretagne;automne;12;34;45;22;Faible
Lamsp.;region:Bretagne;automne;1;1;11;11;Faible
Leppun;region:Bretagne;automne;11;1536;7500;78;Moderee
Mimasp;region:Bretagne;automne;1;2;18;10;Faible
Myodau;region:Bretagne;automne;1;4;10;29;Faible
Myoema;region:Bretagne;automne;1;4;8;23;Faible
Myomys;region:Bretagne;automne;1;5;18;30;Faible
Myonat;region:Bretagne;automne;3;9;45;39;Faible
noise;region:Bretagne;automne;757;4261;9034;93;Moderee
Nyclei;region:Bretagne;automne;1;14;97;33;Faible
Nycnoc;region:Bretagne;automne;2;9;23;17;Faible
Phanan;region:Bretagne;automne;2;115;386;56;Moderee
Phofem;region:Bretagne;automne;1;3;7;23;Faible
Phogri;region:Bretagne;automne;28;846;8143;80;Moderee
piaf;region:Bretagne;automne;27;184;443;63;Moderee
Pipkuh;region:Bretagne;automne;3;80;4878;69;Moderee
Pipnat;region:Bretagne;automne;1;21;635;37;Faible
Pippip;region:Bretagne;automne;7;557;6425;77;Moderee
Pippyg;region:Bretagne;automne;3;10;28;30;Faible
Plaaff;region:Bretagne;automne;7;40;52;2;Faible
Plaalb;region:Bretagne;automne;4;18;106;39;Faible
Plaint;region:Bretagne;automne;3;26;488;63;Moderee
Plasab;region:Bretagne;automne;8;146;350;24;Faible
Pleaur;region:Bretagne;automne;1;2;7;17;Faible
Pleaus;region:Bretagne;automne;1;6;43;29;Faible
Plemac;region:Bretagne;automne;1;1;2;4;Faible
Rhasp;region:Bretagne;automne;4;22;332;11;Faible
Rhihip;region:Bretagne;automne;1;5;23;14;Faible
Roeroe;region:Bretagne;automne;1;3;23;20;Faible
Rusnit;region:Bretagne;automne;1;2;50;17;Faible
Tadten;region:Bretagne;automne;2;24;186;10;Faible
Testes;region:Bretagne;automne;4;72;2014;58;Moderee
Tetarg;region:Bretagne;automne;1;1;5;10;Faible
Tetvir;region:Bretagne;automne;12;159;2342;81;Moderee
Tyllil;region:Bretagne;automne;1;3;18;14;Faible
Urosp;region:Bretagne;automne;1;3;9;12;Faible
Yerray;region:Bretagne;automne;3;40;186;48;Moderee
Yposp;region:Bretagne;automne;2;10;24;55;Moderee
Barbar;region:Centre-Val de Loire;automne;4;29;34;9;Faible
Eptser;region:Centre-Val de Loire;automne;5;21;26;11;Faible
Isopyr;region:Centre-Val de Loire;automne;20;77;177;7;Faible
Leppun;region:Centre-Val de Loire;automne;46;735;3537;14;Faible
Myodau;region:Centre-Val de Loire;automne;10;23;43;10;Faible
noise;region:Centre-Val de Loire;automne;288;3985;18383;17;Faible
Nyclei;region:Centre-Val de Loire;automne;4;12;32;13;Faible
Phanan;region:Centre-Val de Loire;automne;38;90;486;11;Faible
Phogri;region:Centre-Val de Loire;automne;8;109;4986;13;Faible
piaf;region:Centre-Val de Loire;automne;96;151;1744;10;Faible
Pipkuh;region:Centre-Val de Loire;automne;16;149;417;14;Faible
Pippip;region:Centre-Val de Loire;automne;38;581;5969;15;Faible
Plaint;region:Centre-Val de Loire;automne;8;40;159;10;Faible
Tetvir;region:Centre-Val de Loire;automne;7;97;4551;14;Faible
Yerray;region:Centre-Val de Loire;automne;2;42;409;11;Faible
amph;region:Corse;automne;13;23;37;27;Faible
Antsp;region:Corse;automne;5;5;5;14;Faible
Barfis;region:Corse;automne;475;2382;3077;36;Faible
Cyrscu;region:Corse;automne;772;5381;7408;36;Faible
Decalb;region:Corse;automne;1;2;3;15;Faible
Epheph;region:Corse;automne;2;13;26;14;Faible
Eptser;region:Corse;automne;2;8;15;25;Faible
Eupsp;region:Corse;automne;1;4;114;27;Faible
Hypsav;region:Corse;automne;7;18;168;24;Faible
Isopyr;region:Corse;automne;23;23;23;2;Faible
Leppun;region:Corse;automne;1;3;28;20;Faible
Mimasp;region:Corse;automne;1;4;7;18;Faible
Myodau;region:Corse;automne;2;2;4;11;Faible
Myoema;region:Corse;automne;1;4;4;19;Faible
Myonat;region:Corse;automne;1;4;5;4;Faible
noise;region:Corse;automne;674;5900;7990;46;Moderee
Nyclas;region:Corse;automne;14;55;66;12;Faible
Nyclei;region:Corse;automne;15;94;286;41;Moderee
Nycnoc;region:Corse;automne;4;20;51;30;Faible
Phafal;region:Corse;automne;1;7;8;16;Faible
Phanan;region:Corse;automne;170;436;1107;36;Faible
Phogri;region:Corse;automne;10;58;177;41;Moderee
piaf;region:Corse;automne;165;584;935;39;Faible
Pipkuh;region:Corse;automne;7;38;99;34;Faible
Pipnat;region:Corse;automne;3;18;46;17;Faible
Pippip;region:Corse;automne;4;73;373;38;Faible
Pippyg;region:Corse;automne;2;18;25;19;Faible
Plaalb;region:Corse;automne;6;29;121;37;Faible
Plaint;region:Corse;automne;40;288;824;36;Faible
Plasab;region:Corse;automne;1;3;6;27;Faible
Plemac;region:Corse;automne;2;3;4;8;Faible
Rhihip;region:Corse;automne;2;4;4;10;Faible
Rusnit;region:Corse;automne;1;2;3;17;Faible
Tadten;region:Corse;automne;22;137;414;34;Faible
Tetvir;region:Corse;automne;43;230;640;42;Moderee
Yposp;region:Corse;automne;1;2;7;13;Faible
amph;habitat:Foret;automne;2;14;34;92;Moderee
Antsp;habitat:Foret;automne;8;74;510;80;Moderee
Barbar;habitat:Foret;automne;1;14;84;197;Bonne
Barfis;habitat:Foret;automne;2;512;2587;214;Bonne
Confus;habitat:Foret;automne;1;11;176;64;Moderee
Cympud;habitat:Foret;automne;1;3;23;38;Faible
Cyrscu;habitat:Foret;automne;3;2949;6166;254;Bonne
Decalb;habitat:Foret;automne;1;2;10;91;Moderee
Epheph;habitat:Foret;automne;1;23;315;205;Bonne
Eptnil;habitat:Foret;automne;1;2;3;24;Faible
Eptser;habitat:Foret;automne;2;49;308;269;Bonne
Eupsp;habitat:Foret;automne;1;7;41;220;Bonne
gril;habitat:Foret;automne;1;1;57;33;Faible
Hypsav;habitat:Foret;automne;2;10;168;79;Moderee
Inssp5;habitat:Foret;automne;1;2;5;74;Moderee
Inssp7;habitat:Foret;automne;2;8;81;111;Bonne
Isopyr;habitat:Foret;automne;9;74;793;119;Bonne
Lamsp.;habitat:Foret;automne;1;3;116;38;Faible
Leppun;habitat:Foret;automne;3;987;6696;489;Bonne
mamm;habitat:Foret;automne;1;3;4;16;Faible
Metbra;habitat:Foret;automne;1;14;225;39;Faible
Micagr;habitat:Foret;automne;1;2;58;41;Moderee
Mimasp;habitat:Foret;automne;1;3;103;113;Bonne
Minsch;habitat:Foret;automne;2;17;121;154;Bonne
Mussp;habitat:Foret;automne;1;4;32;15;Faible
Myoalc;habitat:Foret;automne;1;7;38;36;Faible
Myobec;habitat:Foret;automne;1;1;2;13;Faible
Myocap;habitat:Foret;automne;2;172;510;19;Faible
Myodau;habitat:Foret;automne;1;4;49;209;Bonne
Myoema;habitat:Foret;automne;1;6;55;207;Bonne
MyoGT;habitat:Foret;automne;1;2;17;31;Faible
Myomys;habitat:Foret;automne;1;15;109;206;Bonne
Myonat;habitat:Foret;automne;1;9;64;268;Bonne
noise;habitat:Foret;automne;93;2427;8354;726;Tres bonne
Nyclas;habitat:Foret;automne;9;53;66;13;Faible
Nyclei;habitat:Foret;automne;2;54;749;379;Bonne
Nycnoc;habitat:Foret;automne;1;8;76;195;Bonne
Phafal;habitat:Foret;automne;1;6;261;37;Faible
Phanan;habitat:Foret;automne;6;410;4320;421;Bonne
Phofem;habitat:Foret;automne;1;2;7;94;Moderee
Phogri;habitat:Foret;automne;4;52;2795;509;Tres bonne
piaf;habitat:Foret;automne;16;165;935;451;Bonne
Pipkuh;habitat:Foret;automne;3;31;232;450;Bonne
Pipnat;habitat:Foret;automne;1;10;65;211;Bonne
Pippip;habitat:Foret;automne;5;73;582;557;Tres bonne
Pippyg;habitat:Foret;automne;2;31;983;246;Bonne
Plaaff;habitat:Foret;automne;1;14;218;6;Faible
Plaalb;habitat:Foret;automne;1;16;288;183;Bonne
Plaint;habitat:Foret;automne;2;44;1097;293;Bonne
Plasab;habitat:Foret;automne;1;3;89;41;Moderee
Pleaur;habitat:Foret;automne;1;2;22;121;Bonne
Pleaus;habitat:Foret;automne;1;29;126;188;Bonne
Plemac;habitat:Foret;automne;1;4;29;32;Faible
Ratnor;habitat:Foret;automne;1;6;117;38;Faible
Rhasp;habitat:Foret;automne;5;148;4251;66;Moderee
Rhieur;habitat:Foret;automne;1;11;75;50;Moderee
Rhifer;habitat:Foret;automne;5;393;1941;66;Moderee
Rhihip;habitat:Foret;automne;2;43;338;125;Bonne
Roeroe;habitat:Foret;automne;1;4;264;100;Moderee
Rusnit;habitat:Foret;automne;1;5;2006;125;Bonne
Sepsep;habitat:Foret;automne;1;6;92;59;Moderee
Tadten;habitat:Foret;automne;4;57;425;178;Bonne
Testes;habitat:Foret;automne;2;24;830;222;Bonne
Tetarg;habitat:Foret;automne;1;1;18;24;Faible
Tetvir;habitat:Foret;automne;5;72;537;552;Tres bonne
Tyllil;habitat:Foret;automne;1;3;18;104;Bonne
Urosp;habitat:Foret;automne;1;17;1472;106;Bonne
Yerray;habitat:Foret;automne;1;8;838;246;Bonne
Yposp;habitat:Foret;automne;1;4;134;224;Bonne
amph;habitat:Foret-Urbain;automne;2;4;5;3;Faible
Antsp;habitat:Foret-Urbain;automne;3;5;6;2;Faible
Barbar;habitat:Foret-Urbain;automne;11;97;384;23;Faible
Cyrscu;habitat:Foret-Urbain;automne;1;4;6;18;Faible
Epheph;habitat:Foret-Urbain;automne;4;58;3938;21;Faible
Eptser;habitat:Foret-Urbain;automne;2;11;50;26;Faible
Eupsp;habitat:Foret-Urbain;automne;1;5;84;23;Faible
Hypsav;habitat:Foret-Urbain;automne;2;5;6;2;Faible
Inssp5;habitat:Foret-Urbain;automne;1;2;4;11;Faible
Inssp7;habitat:Foret-Urbain;automne;1;4;6;11;Faible
Isopyr;habitat:Foret-Urbain;automne;5;30;36;7;Faible
Leppun;habitat:Foret-Urbain;automne;8;1885;6780;44;Moderee
Mimasp;habitat:Foret-Urbain;automne;1;2;4;12;Faible
Myodau;habitat:Foret-Urbain;automne;6;23;31;25;Faible
Myoema;habitat:Foret-Urbain;automne;2;10;23;21;Faible
Myomys;habitat:Foret-Urbain;automne;5;15;31;26;Faible
Myonat;habitat:Foret-Urbain;automne;4;14;124;28;Faible
noise;habitat:Foret-Urbain;automne;436;3208;7390;50;Moderee
Nyclei;habitat:Foret-Urbain;automne;2;58;183;34;Faible
Nycnoc;habitat:Foret-Urbain;automne;2;7;59;30;Faible
Phanan;habitat:Foret-Urbain;automne;9;235;4638;41;Moderee
Phofem;habitat:Foret-Urbain;automne;2;7;16;15;Faible
Phogri;habitat:Foret-Urbain;automne;5;101;4960;43;Moderee
piaf;habitat:Foret-Urbain;automne;23;105;346;39;Faible
Pipkuh;habitat:Foret-Urbain;automne;7;91;638;46;Moderee
Pipnat;habitat:Foret-Urbain;automne;2;15;45;27;Faible
Pippip;habitat:Foret-Urbain;automne;37;318;1940;47;Moderee
Pippyg;habitat:Foret-Urbain;automne;7;24;100;16;Faible
Plaaff;habitat:Foret-Urbain;automne;16;71;108;4;Faible
Plaalb;habitat:Foret-Urbain;automne;1;12;47;14;Faible
Plaint;habitat:Foret-Urbain;automne;1;3;169;25;Faible
Pleaur;habitat:Foret-Urbain;automne;1;3;6;17;Faible
Pleaus;habitat:Foret-Urbain;automne;3;8;12;15;Faible
Rhihip;habitat:Foret-Urbain;automne;2;18;21;5;Faible
Rusnit;habitat:Foret-Urbain;automne;1;6;21;18;Faible
Tadten;habitat:Foret-Urbain;automne;3;9;315;8;Faible
Testes;habitat:Foret-Urbain;automne;1;3;10;24;Faible
Tetvir;habitat:Foret-Urbain;automne;13;105;1502;48;Moderee
Tyllil;habitat:Foret-Urbain;automne;1;2;9;13;Faible
Urosp;habitat:Foret-Urbain;automne;2;6;25;13;Faible
Yerray;habitat:Foret-Urbain;automne;1;27;82;30;Faible
Yposp;habitat:Foret-Urbain;automne;1;5;31;28;Faible
Eptser;region:Grand-Est;automne;1;2;6;12;Faible
Leppun;region:Grand-Est;automne;1;5;1075;13;Faible
noise;region:Grand-Est;automne;131;496;7811;41;Moderee
Nyclei;region:Grand-Est;automne;2;6;14;27;Faible
Nycnoc;region:Grand-Est;automne;2;4;8;18;Faible
Phanan;region:Grand-Est;automne;1;8;194;13;Faible
Phogri;region:Grand-Est;automne;2;11;1359;15;Faible
Pipkuh;region:Grand-Est;automne;1;2;31;13;Faible
Pippip;region:Grand-Est;automne;1;35;145;25;Faible
Tetvir;region:Grand-Est;automne;2;14;1324;22;Faible
amph;region:Hauts-de-France;automne;1;2;4;10;Faible
Antsp;region:Hauts-de-France;automne;2;3;7;2;Faible
Barbar;region:Hauts-de-France;automne;1;14;22;7;Faible
Barfis;region:Hauts-de-France;automne;1;5;7;13;Faible
Confus;region:Hauts-de-France;automne;1;4;5;10;Faible
Cyrscu;region:Hauts-de-France;automne;1;2;35;17;Faible
Decalb;region:Hauts-de-France;automne;1;1;2;25;Faible
Epheph;region:Hauts-de-France;automne;1;57;505;33;Faible
Eptser;region:Hauts-de-France;automne;1;3;151;29;Faible
Eupsp;region:Hauts-de-France;automne;3;8;250;64;Moderee
Hypsav;region:Hauts-de-France;automne;1;5;12;21;Faible
Inssp5;region:Hauts-de-France;automne;1;2;4;21;Faible
Inssp7;region:Hauts-de-France;automne;1;7;24;14;Faible
Isopyr;region:Hauts-de-France;automne;3;11;32;11;Faible
Leppun;region:Hauts-de-France;automne;15;445;3181;80;Moderee
mamm;region:Hauts-de-France;automne;1;1;3;12;Faible
Micagr;region:Hauts-de-France;automne;2;9;72;51;Moderee
Mimasp;region:Hauts-de-France;automne;1;3;10;56;Moderee
Mussp;region:Hauts-de-France;automne;1;3;5;16;Faible
Myoalc;region:Hauts-de-France;automne;1;8;13;14;Faible
Myocap;region:Hauts-de-France;automne;2;22;46;5;Faible
Myodau;region:Hauts-de-France;automne;3;18;74;63;Moderee
Myoema;region:Hauts-de-France;automne;1;11;24;47;Moderee
MyoGT;region:Hauts-de-France;automne;2;5;6;11;Faible
Myomys;region:Hauts-de-France;automne;6;79;329;71;Moderee
Myonat;region:Hauts-de-France;automne;5;35;64;69;Moderee
noise;region:Hauts-de-France;automne;1283;2916;8009;87;Moderee
Nyclei;region:Hauts-de-France;automne;3;14;228;62;Moderee
Nycnoc;region:Hauts-de-France;automne;2;3;16;34;Faible
Phanan;region:Hauts-de-France;automne;10;43;309;76;Moderee
Phofem;region:Hauts-de-France;automne;1;9;20;25;Faible
Phogri;region:Hauts-de-France;automne;5;44;2505;78;Moderee
piaf;region:Hauts-de-France;automne;95;344;662;77;Moderee
Pipkuh;region:Hauts-de-France;automne;7;26;166;80;Moderee
Pipnat;region:Hauts-de-France;automne;4;19;176;69;Moderee
Pippip;region:Hauts-de-France;automne;13;305;3415;85;Moderee
Pippyg;region:Hauts-de-France;automne;1;3;5;15;Faible
Plaint;region:Hauts-de-France;automne;1;6;24;39;Faible
Pleaur;region:Hauts-de-France;automne;1;3;6;26;Faible
Pleaus;region:Hauts-de-France;automne;2;5;11;33;Faible
Plemac;region:Hauts-de-France;automne;1;2;3;7;Faible
Ratnor;region:Hauts-de-France;automne;3;10;65;30;Faible
Rhasp;region:Hauts-de-France;automne;1;6;32;6;Faible
Rhieur;region:Hauts-de-France;automne;1;2;3;9;Faible
Rhihip;region:Hauts-de-France;automne;16;122;679;51;Moderee
Roeroe;region:Hauts-de-France;automne;1;8;24;17;Faible
Rusnit;region:Hauts-de-France;automne;1;2;2;13;Faible
Sepsep;region:Hauts-de-France;automne;1;6;11;13;Faible
Tadten;region:Hauts-de-France;automne;2;12;685;28;Faible
Testes;region:Hauts-de-France;automne;1;13;41;34;Faible
Tetvir;region:Hauts-de-France;automne;20;59;831;80;Moderee
Tyllil;region:Hauts-de-France;automne;1;3;4;32;Faible
Urosp;region:Hauts-de-France;automne;1;4;34;24;Faible
Yerray;region:Hauts-de-France;automne;1;6;26;63;Moderee
Yposp;region:Hauts-de-France;automne;1;3;33;46;Moderee
amph;region:Ile-de-France;automne;6;21;34;27;Faible
Antsp;region:Ile-de-France;automne;3;19;22;3;Faible
Barbar;region:Ile-de-France;automne;1;2;3;11;Faible
Barfis;region:Ile-de-France;automne;1;4;16;28;Faible
Confus;region:Ile-de-France;automne;2;31;54;11;Faible
Cyrscu;region:Ile-de-France;automne;1;4;66;25;Faible
Decalb;region:Ile-de-France;automne;1;4;11;32;Faible
Epheph;region:Ile-de-France;automne;1;7;89;33;Faible
Eptser;region:Ile-de-France;automne;1;5;9;23;Faible
Eupsp;region:Ile-de-France;automne;1;9;82;34;Faible
Hypsav;region:Ile-de-France;automne;2;7;15;13;Faible
Inssp5;region:Ile-de-France;automne;1;1;4;13;Faible
Isopyr;region:Ile-de-France;automne;5;37;109;12;Faible
Leppun;region:Ile-de-France;automne;2;22;3042;117;Bonne
Micagr;region:Ile-de-France;automne;1;3;17;18;Faible
Mimasp;region:Ile-de-France;automne;1;2;5;21;Faible
Myocap;region:Ile-de-France;automne;14;36;60;6;Faible
Myodau;region:Ile-de-France;automne;1;4;26;40;Faible
Myoema;region:Ile-de-France;automne;1;6;37;54;Moderee
Myomys;region:Ile-de-France;automne;2;24;140;63;Moderee
Myonat;region:Ile-de-France;automne;1;4;4138;36;Faible
noise;region:Ile-de-France;automne;34;1369;8273;216;Bonne
Nyclei;region:Ile-de-France;automne;1;8;35;43;Moderee
Nycnoc;region:Ile-de-France;automne;2;10;207;46;Moderee
Phanan;region:Ile-de-France;automne;4;63;3011;91;Moderee
Phofem;region:Ile-de-France;automne;1;1;6;15;Faible
Phogri;region:Ile-de-France;automne;3;13;3550;123;Bonne
piaf;region:Ile-de-France;automne;31;144;486;102;Bonne
Pipkuh;region:Ile-de-France;automne;2;18;210;84;Moderee
Pipnat;region:Ile-de-France;automne;1;6;23;41;Moderee
Pippip;region:Ile-de-France;automne;5;148;583;111;Bonne
Pippyg;region:Ile-de-France;automne;2;13;27;32;Faible
Plaaff;region:Ile-de-France;automne;1;2;3;2;Faible
Plaalb;region:Ile-de-France;automne;1;2;23;30;Faible
Plaint;region:Ile-de-France;automne;1;3;41;54;Moderee
Pleaur;region:Ile-de-France;automne;1;2;7;12;Faible
Pleaus;region:Ile-de-France;automne;1;4;8;16;Faible
Rhasp;region:Ile-de-France;automne;2;11;17;7;Faible
Rhifer;region:Ile-de-France;automne;6;30;51;4;Faible
Rhihip;region:Ile-de-France;automne;3;13;21;3;Faible
Roeroe;region:Ile-de-France;automne;1;4;5;14;Faible
Rusnit;region:Ile-de-France;automne;1;2;4;21;Faible
Tadten;region:Ile-de-France;automne;2;14;315;11;Faible
Testes;region:Ile-de-France;automne;1;5;15;24;Faible
Tetvir;region:Ile-de-France;automne;5;31;137;137;Bonne
Tyllil;region:Ile-de-France;automne;1;2;9;20;Faible
Urosp;region:Ile-de-France;automne;2;5;15;14;Faible
Yerray;region:Ile-de-France;automne;2;52;125;40;Faible
Yposp;region:Ile-de-France;automne;1;8;30;35;Faible
amph;region:Nouvelle Aquitaine;automne;1;2;3;10;Faible
Antsp;region:Nouvelle Aquitaine;automne;8;47;277;71;Moderee
Barbar;region:Nouvelle Aquitaine;automne;5;39;166;176;Bonne
Barfis;region:Nouvelle Aquitaine;automne;3;195;1179;176;Bonne
Confus;region:Nouvelle Aquitaine;automne;1;6;537;83;Moderee
Cympud;region:Nouvelle Aquitaine;automne;1;2;30;32;Faible
Cyrscu;region:Nouvelle Aquitaine;automne;5;1511;5553;217;Bonne
Decalb;region:Nouvelle Aquitaine;automne;1;2;8;38;Faible
Epheph;region:Nouvelle Aquitaine;automne;1;7;111;161;Bonne
Eptnil;region:Nouvelle Aquitaine;automne;1;2;3;25;Faible
Eptser;region:Nouvelle Aquitaine;automne;3;76;320;235;Bonne
Eupsp;region:Nouvelle Aquitaine;automne;1;8;44;182;Bonne
gril;region:Nouvelle Aquitaine;automne;1;3;5;25;Faible
Hypsav;region:Nouvelle Aquitaine;automne;3;24;258;106;Bonne
Inssp5;region:Nouvelle Aquitaine;automne;1;2;5;84;Moderee
Inssp7;region:Nouvelle Aquitaine;automne;1;6;57;65;Moderee
Isopyr;region:Nouvelle Aquitaine;automne;9;26;84;80;Moderee
Lamsp.;region:Nouvelle Aquitaine;automne;1;6;64;101;Bonne
Leppun;region:Nouvelle Aquitaine;automne;12;508;6934;273;Bonne
mamm;region:Nouvelle Aquitaine;automne;3;77;217;52;Moderee
Metbra;region:Nouvelle Aquitaine;automne;1;2;11;23;Faible
Micagr;region:Nouvelle Aquitaine;automne;1;3;57;70;Moderee
Mimasp;region:Nouvelle Aquitaine;automne;1;7;1145;154;Bonne
Minsch;region:Nouvelle Aquitaine;automne;2;18;667;90;Moderee
Mussp;region:Nouvelle Aquitaine;automne;1;7;189;28;Faible
Myobec;region:Nouvelle Aquitaine;automne;1;2;4;20;Faible
Myocap;region:Nouvelle Aquitaine;automne;4;21;64;43;Moderee
Myodau;region:Nouvelle Aquitaine;automne;1;9;34;127;Bonne
Myoema;region:Nouvelle Aquitaine;automne;1;5;16;112;Bonne
MyoGT;region:Nouvelle Aquitaine;automne;1;3;7;33;Faible
Myomys;region:Nouvelle Aquitaine;automne;1;8;49;128;Bonne
Myonat;region:Nouvelle Aquitaine;automne;4;21;86;193;Bonne
noise;region:Nouvelle Aquitaine;automne;340;4968;8940;341;Bonne
Nyclei;region:Nouvelle Aquitaine;automne;12;122;1067;296;Bonne
Nycnoc;region:Nouvelle Aquitaine;automne;2;43;384;160;Bonne
Phanan;region:Nouvelle Aquitaine;automne;13;1073;4646;267;Bonne
Phofem;region:Nouvelle Aquitaine;automne;1;1;12;29;Faible
Phogri;region:Nouvelle Aquitaine;automne;9;81;2445;301;Bonne
piaf;region:Nouvelle Aquitaine;automne;12;70;664;111;Bonne
Pipkuh;region:Nouvelle Aquitaine;automne;9;190;4318;263;Bonne
Pipnat;region:Nouvelle Aquitaine;automne;4;162;1430;202;Bonne
Pippip;region:Nouvelle Aquitaine;automne;11;332;2587;291;Bonne
Pippyg;region:Nouvelle Aquitaine;automne;1;17;215;144;Bonne
Plaaff;region:Nouvelle Aquitaine;automne;2;3;4;2;Faible
Plaalb;region:Nouvelle Aquitaine;automne;1;6;70;35;Faible
Plaint;region:Nouvelle Aquitaine;automne;4;38;351;221;Bonne
Pleaur;region:Nouvelle Aquitaine;automne;1;13;46;104;Bonne
Pleaus;region:Nouvelle Aquitaine;automne;5;44;166;170;Bonne
Plemac;region:Nouvelle Aquitaine;automne;2;6;22;33;Faible
Ratnor;region:Nouvelle Aquitaine;automne;1;187;848;84;Moderee
Rhasp;region:Nouvelle Aquitaine;automne;3;30;116;83;Moderee
Rhifer;region:Nouvelle Aquitaine;automne;1;8;8352;44;Moderee
Rhihip;region:Nouvelle Aquitaine;automne;2;21;93;89;Moderee
Roeroe;region:Nouvelle Aquitaine;automne;1;4;67;143;Bonne
Rusnit;region:Nouvelle Aquitaine;automne;1;9;159;119;Bonne
Sepsep;region:Nouvelle Aquitaine;automne;1;5;52;91;Moderee
Tadten;region:Nouvelle Aquitaine;automne;4;27;127;96;Moderee
Testes;region:Nouvelle Aquitaine;automne;2;27;696;190;Bonne
Tetvir;region:Nouvelle Aquitaine;automne;23;224;1895;305;Bonne
Tyllil;region:Nouvelle Aquitaine;automne;1;4;14;128;Bonne
Urosp;region:Nouvelle Aquitaine;automne;1;8;969;105;Bonne
Yerray;region:Nouvelle Aquitaine;automne;2;11;729;196;Bonne
Yposp;region:Nouvelle Aquitaine;automne;2;15;90;245;Bonne
amph;region:Occitanie;automne;1;7;23;44;Moderee
Antsp;region:Occitanie;automne;6;148;1559;52;Moderee
Barbar;region:Occitanie;automne;1;9;84;158;Bonne
Barfis;region:Occitanie;automne;1;12;1021;161;Bonne
Confus;region:Occitanie;automne;1;30;617;101;Bonne
Cympud;region:Occitanie;automne;1;12;112;33;Faible
Cyrscu;region:Occitanie;automne;1;20;2438;275;Bonne
Decalb;region:Occitanie;automne;1;2;14;97;Moderee
Epheph;region:Occitanie;automne;2;28;462;224;Bonne
Eptnil;region:Occitanie;automne;1;2;2;17;Faible
Eptser;region:Occitanie;automne;2;12;138;356;Bonne
Eupsp;region:Occitanie;automne;1;5;145;206;Bonne
gril;region:Occitanie;automne;1;1;44;49;Moderee
Hypsav;region:Occitanie;automne;1;6;124;99;Moderee
Insp12;region:Occitanie;automne;1;2;3;10;Faible
Inssp5;region:Occitanie;automne;1;2;5;88;Moderee
Inssp7;region:Occitanie;automne;1;7;59;69;Moderee
Isopyr;region:Occitanie;automne;9;55;187;115;Bonne
Lamsp.;region:Occitanie;automne;1;4;109;83;Moderee
Leppun;region:Occitanie;automne;4;284;4482;538;Tres bonne
mamm;region:Occitanie;automne;1;2;10;28;Faible
Metbra;region:Occitanie;automne;1;8;60;62;Moderee
Micagr;region:Occitanie;automne;1;2;3;35;Faible
Mimasp;region:Occitanie;automne;1;5;258;135;Bonne
Minsch;region:Occitanie;automne;2;13;111;281;Bonne
Mussp;region:Occitanie;automne;1;7;73;19;Faible
Myoalc;region:Occitanie;automne;1;5;10;16;Faible
Myocap;region:Occitanie;automne;3;15;499;37;Faible
Myodau;region:Occitanie;automne;1;5;59;212;Bonne
Myoema;region:Occitanie;automne;1;5;47;230;Bonne
MyoGT;region:Occitanie;automne;1;2;6;40;Faible
Myomys;region:Occitanie;automne;1;4;181;203;Bonne
Myonat;region:Occitanie;automne;1;12;125;210;Bonne
noise;region:Occitanie;automne;109;2874;9167;760;Tres bonne
Nyclas;region:Occitanie;automne;1;21;31;13;Faible
Nyclei;region:Occitanie;automne;3;20;409;529;Tres bonne
Nycnoc;region:Occitanie;automne;1;7;554;168;Bonne
Phafal;region:Occitanie;automne;1;2;108;31;Faible
Phanan;region:Occitanie;automne;4;249;3032;453;Bonne
Phofem;region:Occitanie;automne;1;3;46;88;Moderee
Phogri;region:Occitanie;automne;3;108;2778;504;Tres bonne
piaf;region:Occitanie;automne;20;169;1082;455;Bonne
Pipkuh;region:Occitanie;automne;3;55;1636;533;Tres bonne
Pipnat;region:Occitanie;automne;1;15;340;306;Bonne
Pippip;region:Occitanie;automne;6;87;1999;632;Tres bonne
Pippyg;region:Occitanie;automne;3;73;1403;383;Bonne
Plaaff;region:Occitanie;automne;2;96;1389;24;Faible
Plaalb;region:Occitanie;automne;1;17;419;202;Bonne
Plaint;region:Occitanie;automne;2;35;1763;261;Bonne
Plasab;region:Occitanie;automne;1;5;14;39;Faible
Pleaur;region:Occitanie;automne;1;4;25;155;Bonne
Pleaus;region:Occitanie;automne;1;5;38;277;Bonne
Plemac;region:Occitanie;automne;1;3;21;24;Faible
Ratnor;region:Occitanie;automne;2;30;164;46;Moderee
Rhasp;region:Occitanie;automne;5;142;4132;81;Moderee
